date,home_team,away_team,home_score,away_score,tournament,neutral
2021-10-28,Australia,France,2,1,Copa America,1
2021-10-28,Tunisia,Ghana,1,0,Nations League,0
2021-10-28,Ukraine,Brazil,0,0,Friendly,1
2021-10-28,Australia,Wales,0,1,UEFA Euro,1
2021-10-28,Denmark,Egypt,1,2,AFC Asian Cup,1
2021-10-28,Chile,Mexico,2,0,Africa Cup of Nations,0
2021-10-28,South Korea,Peru,0,0,AFC Asian Cup,1
2021-10-28,Netherlands,Senegal,0,0,Copa America,1
2021-10-28,Sweden,Nigeria,0,0,AFC Asian Cup,1
2021-10-28,Austria,Germany,0,0,Copa America,0
2021-10-28,Ukraine,Uzbekistan,2,1,World Cup Qualification,0
2021-10-28,Jamaica,New Zealand,0,1,Copa America,1
2021-10-28,Croatia,Austria,0,0,Africa Cup of Nations,0
2021-10-28,Denmark,Croatia,0,0,Nations League,1
2021-10-28,South Africa,New Zealand,1,0,Friendly,1
2021-10-28,Uzbekistan,Iraq,0,2,AFC Asian Cup,0
2021-10-28,Switzerland,Wales,1,2,AFC Asian Cup,1
2021-10-28,Turkey,Senegal,2,2,Nations League,1
2021-10-28,Japan,Sweden,0,0,AFC Asian Cup,0
2021-10-28,Ghana,Tunisia,0,1,Nations League,1
2021-11-13,Australia,Iran,1,2,Nations League,1
2021-11-13,Peru,Cameroon,1,1,Friendly,0
2021-11-13,Sweden,France,0,1,World Cup Qualification,1
2021-11-13,Tunisia,South Africa,2,0,Nations League,0
2021-11-13,Costa Rica,Senegal,4,0,Nations League,1
2021-11-13,USA,Nigeria,0,0,AFC Asian Cup,0
2021-11-13,Netherlands,England,0,3,Friendly,1
2021-11-13,Wales,Switzerland,2,2,AFC Asian Cup,1
2021-11-13,Colombia,Italy,0,1,Copa America,1
2021-11-13,Senegal,Poland,0,1,Africa Cup of Nations,1
2021-11-13,Poland,Germany,1,2,Nations League,1
2021-11-13,South Korea,Senegal,1,0,World Cup Qualification,0
2021-11-13,Ghana,Algeria,0,0,World Cup Qualification,0
2021-11-13,Croatia,Cameroon,1,3,World Cup Qualification,0
2021-11-13,Italy,Australia,0,0,Africa Cup of Nations,1
2021-11-13,South Korea,Uzbekistan,1,3,UEFA Euro,0
2021-11-13,Croatia,Italy,2,0,AFC Asian Cup,0
2021-11-13,Belgium,Germany,3,0,World Cup Qualification,0
2021-11-13,Argentina,Mexico,0,0,UEFA Euro,1
2021-11-13,Austria,Netherlands,2,0,Nations League,1
2021-12-06,Spain,Cameroon,3,0,World Cup Qualification,1
2021-12-06,Costa Rica,USA,0,1,Friendly,1
2021-12-06,Portugal,Belgium,0,1,UEFA Euro,0
2021-12-06,USA,Portugal,1,1,AFC Asian Cup,0
2021-12-06,USA,Cameroon,1,1,Copa America,0
2021-12-06,Colombia,Italy,5,2,UEFA Euro,1
2021-12-06,USA,Portugal,3,1,Nations League,1
2021-12-06,Costa Rica,Jamaica,2,2,Africa Cup of Nations,1
2021-12-06,South Korea,South Africa,2,1,World Cup Qualification,0
2021-12-06,Chile,Nigeria,3,0,Copa America,0
2021-12-06,Ukraine,Wales,2,0,UEFA Euro,1
2021-12-06,Austria,Portugal,0,0,Nations League,1
2021-12-06,Belgium,Senegal,3,0,World Cup Qualification,0
2021-12-06,Costa Rica,Uzbekistan,3,0,Nations League,0
2021-12-06,Canada,Poland,1,3,Friendly,0
2021-12-06,South Africa,Peru,0,1,Africa Cup of Nations,1
2021-12-29,Croatia,Colombia,0,0,Copa America,0
2021-12-29,Saudi Arabia,England,0,3,Africa Cup of Nations,0
2021-12-29,Brazil,Cameroon,2,0,Friendly,1
2021-12-29,Qatar,Ghana,2,3,Nations League,1
2021-12-29,Morocco,Germany,1,0,Nations League,0
2021-12-29,Belgium,Qatar,2,0,Friendly,1
2021-12-29,Iran,Qatar,0,0,Friendly,0
2021-12-29,Portugal,Panama,3,0,Friendly,0
2021-12-29,England,Senegal,2,3,Nations League,1
2021-12-29,Denmark,South Africa,2,0,World Cup Qualification,1
2021-12-29,Italy,Brazil,1,3,Africa Cup of Nations,0
2021-12-29,Chile,Iraq,3,0,Africa Cup of Nations,1
2021-12-29,Saudi Arabia,Switzerland,1,0,Nations League,1
2021-12-29,Brazil,Chile,1,1,Copa America,0
2021-12-29,Brazil,Australia,2,0,Copa America,1
2022-01-12,Iran,France,0,0,AFC Asian Cup,1
2022-01-12,Jamaica,Wales,2,1,World Cup Qualification,1
2022-01-12,Jamaica,Colombia,0,0,Friendly,0
2022-01-12,Algeria,Netherlands,3,1,UEFA Euro,1
2022-01-12,Ukraine,Turkey,2,2,Copa America,0
2022-01-12,Morocco,Uruguay,1,0,Nations League,0
2022-01-12,Colombia,Argentina,2,4,UEFA Euro,1
2022-01-12,Senegal,Belgium,2,0,World Cup Qualification,0
2022-01-12,Sweden,Switzerland,3,0,World Cup Qualification,0
2022-01-12,Egypt,Spain,0,0,Nations League,0
2022-01-12,Netherlands,Germany,0,0,Friendly,0
2022-01-12,Jamaica,Germany,0,3,Copa America,0
2022-01-12,Qatar,Ukraine,1,3,AFC Asian Cup,1
2022-01-12,Austria,Australia,2,0,Nations League,0
2022-01-12,Turkey,Portugal,0,0,Friendly,1
2022-01-12,Cameroon,Saudi Arabia,0,2,AFC Asian Cup,0
2022-01-12,Italy,Costa Rica,0,4,World Cup Qualification,1
2022-01-12,Croatia,Senegal,0,0,UEFA Euro,0
2022-01-12,Saudi Arabia,Wales,2,0,Friendly,0
2022-01-12,Peru,England,0,0,World Cup Qualification,1
2022-02-06,USA,Cameroon,1,2,Friendly,0
2022-02-06,France,Iraq,1,0,UEFA Euro,1
2022-02-06,Croatia,France,0,1,Africa Cup of Nations,0
2022-02-06,Denmark,Ecuador,2,2,UEFA Euro,1
2022-02-06,Ecuador,Spain,1,2,Nations League,1
2022-02-06,Algeria,Egypt,0,0,Africa Cup of Nations,0
2022-02-06,Italy,New Zealand,2,0,Africa Cup of Nations,1
2022-02-06,Australia,Chile,0,0,World Cup Qualification,1
2022-02-06,Iran,Morocco,0,2,Africa Cup of Nations,0
2022-02-06,Costa Rica,Australia,1,0,AFC Asian Cup,1
2022-02-06,Iraq,South Africa,2,0,World Cup Qualification,0
2022-02-06,Ghana,Egypt,0,1,UEFA Euro,1
2022-02-06,South Africa,Wales,0,4,Friendly,1
2022-02-06,Iraq,Portugal,0,0,Friendly,1
2022-02-06,Denmark,Argentina,2,0,Copa America,0
2022-02-06,Uruguay,Mexico,0,0,UEFA Euro,0
2022-02-06,Netherlands,Germany,0,1,Copa America,1
2022-02-06,Mexico,Canada,0,0,Copa America,1
2022-02-06,Turkey,Brazil,1,2,World Cup Qualification,0
2022-02-06,Iraq,Chile,3,3,UEFA Euro,1
2022-02-06,Germany,France,2,2,UEFA Euro,0
2022-02-06,Portugal,Argentina,1,2,Africa Cup of Nations,0
2022-02-06,Brazil,Algeria,3,4,World Cup Qualification,0
2022-02-23,Croatia,Costa Rica,1,2,UEFA Euro,0
2022-02-23,Jamaica,Spain,2,0,AFC Asian Cup,0
2022-02-23,Belgium,France,2,1,World Cup Qualification,1
2022-02-23,Spain,England,3,2,Nations League,1
2022-02-23,Canada,Cameroon,0,0,Copa America,1
2022-02-23,Egypt,Canada,0,0,Copa America,0
2022-02-23,France,Panama,0,0,UEFA Euro,1
2022-02-23,Sweden,Germany,0,1,AFC Asian Cup,1
2022-02-23,Netherlands,Egypt,0,0,Copa America,1
2022-02-23,Jamaica,Mexico,0,0,Nations League,1
2022-02-23,Ghana,Australia,1,5,UEFA Euro,0
2022-02-23,Wales,Uruguay,2,2,Nations League,1
2022-02-23,South Africa,Chile,3,1,Friendly,1
2022-02-23,Colombia,Japan,0,0,UEFA Euro,1
2022-02-23,Brazil,Morocco,2,0,Africa Cup of Nations,0
2022-02-23,Japan,USA,2,5,Copa America,1
2022-02-23,USA,Panama,1,0,UEFA Euro,1
2022-02-23,Switzerland,Panama,3,2,Nations League,0
2022-02-23,Ukraine,Qatar,0,3,Copa America,1
2022-03-18,Sweden,Argentina,0,3,Nations League,0
2022-03-18,Portugal,Ecuador,2,0,Copa America,1
2022-03-18,Netherlands,Canada,0,0,UEFA Euro,0
2022-03-18,USA,Wales,0,0,Copa America,1
2022-03-18,Ecuador,Iraq,2,0,UEFA Euro,1
2022-03-18,New Zealand,Japan,0,0,UEFA Euro,0
2022-03-18,Sweden,USA,2,0,AFC Asian Cup,1
2022-03-18,Senegal,Iraq,4,0,Nations League,1
2022-03-18,Sweden,France,0,3,Friendly,1
2022-03-18,Cameroon,USA,2,2,AFC Asian Cup,0
2022-03-18,Uruguay,Sweden,0,0,Friendly,0
2022-03-18,Colombia,Turkey,3,1,Copa America,1
2022-03-18,Wales,Panama,2,0,AFC Asian Cup,0
2022-03-18,Chile,England,2,2,Nations League,0
2022-03-30,USA,Belgium,0,2,UEFA Euro,1
2022-03-30,Qatar,USA,1,0,AFC Asian Cup,1
2022-03-30,Brazil,Germany,1,0,Nations League,1
2022-03-30,Canada,Tunisia,0,0,World Cup Qualification,1
2022-03-30,Netherlands,Cameroon,0,1,World Cup Qualification,1
2022-03-30,Belgium,Peru,0,0,Friendly,0
2022-03-30,Belgium,Poland,0,0,UEFA Euro,1
2022-03-30,Sweden,Chile,0,1,World Cup Qualification,1
2022-03-30,South Korea,Costa Rica,3,0,Friendly,1
2022-03-30,Italy,Canada,0,0,Nations League,0
2022-03-30,Italy,Peru,3,1,Nations League,1
2022-04-12,France,Austria,2,0,Friendly,0
2022-04-12,Denmark,Portugal,2,2,Copa America,1
2022-04-12,Austria,Egypt,1,2,UEFA Euro,1
2022-04-12,Chile,Ghana,0,0,UEFA Euro,0
2022-04-12,England,Brazil,2,2,AFC Asian Cup,0
2022-04-12,Portugal,Iran,0,0,AFC Asian Cup,0
2022-04-12,Denmark,Turkey,0,1,World Cup Qualification,1
2022-04-12,Canada,Iran,0,0,UEFA Euro,0
2022-04-12,Denmark,Colombia,0,1,Friendly,0
2022-04-12,Netherlands,Austria,0,3,Africa Cup of Nations,1
2022-04-12,Egypt,Brazil,0,3,Nations League,0
2022-04-12,Senegal,Qatar,2,1,Africa Cup of Nations,0
2022-04-12,Ghana,Senegal,0,0,AFC Asian Cup,1
2022-04-12,Brazil,Portugal,1,0,Nations League,0
2022-04-12,Morocco,Senegal,1,0,Friendly,0
2022-04-12,Croatia,Poland,3,0,UEFA Euro,0
2022-05-01,Netherlands,Peru,2,0,AFC Asian Cup,0
2022-05-01,Qatar,Saudi Arabia,0,4,Nations League,0
2022-05-01,Colombia,Iraq,0,0,UEFA Euro,0
2022-05-01,Nigeria,Switzerland,3,3,Africa Cup of Nations,0
2022-05-01,Germany,Belgium,3,0,AFC Asian Cup,1
2022-05-01,Canada,South Africa,2,0,Africa Cup of Nations,0
2022-05-01,USA,Australia,0,0,AFC Asian Cup,0
2022-05-01,Nigeria,Japan,0,2,Nations League,1
2022-05-01,New Zealand,Austria,0,0,Friendly,1
2022-05-01,South Africa,Panama,0,1,Friendly,1
2022-05-01,Tunisia,Egypt,0,2,Africa Cup of Nations,1
2022-05-01,Nigeria,South Africa,2,4,Africa Cup of Nations,1
2022-05-01,Portugal,Italy,3,1,Copa America,1
2022-05-01,Ghana,Jamaica,1,1,Nations League,1
2022-05-01,Brazil,Argentina,2,0,World Cup Qualification,1
2022-05-01,Poland,Netherlands,2,1,Africa Cup of Nations,0
2022-05-01,Canada,Peru,1,2,AFC Asian Cup,0
2022-05-01,Wales,Switzerland,0,0,Copa America,0
2022-05-01,Saudi Arabia,Cameroon,2,0,AFC Asian Cup,1
2022-05-01,Netherlands,Poland,1,0,Nations League,1
2022-05-01,Egypt,Uzbekistan,3,4,Friendly,1
2022-05-01,Ghana,Belgium,0,3,Nations League,0
2022-05-01,Switzerland,France,2,0,Copa America,0
2022-05-01,New Zealand,Turkey,4,3,World Cup Qualification,1
2022-05-13,Wales,Austria,3,1,World Cup Qualification,0
2022-05-13,Turkey,South Africa,1,0,Nations League,1
2022-05-13,Denmark,Nigeria,1,1,Copa America,1
2022-05-13,Panama,Wales,2,0,Africa Cup of Nations,0
2022-05-13,Ukraine,Algeria,0,1,UEFA Euro,0
2022-05-13,Uzbekistan,Tunisia,0,0,Copa America,1
2022-05-13,Cameroon,Spain,0,0,AFC Asian Cup,0
2022-05-13,Portugal,Uzbekistan,3,2,World Cup Qualification,1
2022-05-13,Costa Rica,Senegal,2,1,World Cup Qualification,1
2022-05-13,Algeria,South Africa,2,3,Copa America,1
2022-05-13,Chile,Uruguay,0,2,Friendly,0
2022-05-13,Costa Rica,New Zealand,3,1,World Cup Qualification,1
2022-05-13,Panama,USA,0,0,UEFA Euro,0
2022-05-13,Egypt,Croatia,0,1,UEFA Euro,1
2022-05-13,Argentina,Sweden,2,0,UEFA Euro,1
2022-05-24,Cameroon,Ecuador,0,1,World Cup Qualification,1
2022-05-24,Saudi Arabia,Italy,0,1,UEFA Euro,1
2022-05-24,Costa Rica,Algeria,0,5,Copa America,0
2022-05-24,Uruguay,South Korea,3,0,Africa Cup of Nations,0
2022-05-24,Senegal,Uruguay,0,0,Friendly,0
2022-05-24,Denmark,Morocco,1,2,Copa America,0
2022-05-24,Austria,Ecuador,0,0,Copa America,0
2022-05-24,Australia,Wales,0,0,Copa America,0
2022-05-24,Germany,Cameroon,1,0,Friendly,0
2022-05-24,Japan,Italy,2,3,World Cup Qualification,1
2022-05-24,New Zealand,Canada,1,0,AFC Asian Cup,1
2022-05-24,Australia,Colombia,0,1,UEFA Euro,1
2022-05-24,Ghana,Portugal,1,0,World Cup Qualification,0
2022-05-24,Spain,Egypt,0,1,UEFA Euro,0
2022-05-24,Iraq,Wales,0,4,Copa America,0
2022-05-24,Senegal,Australia,2,0,AFC Asian Cup,1
2022-05-24,Portugal,Jamaica,0,3,Friendly,1
2022-05-24,Algeria,Portugal,3,4,Nations League,0
2022-05-24,Japan,Netherlands,0,1,Africa Cup of Nations,1
2022-05-24,Australia,Portugal,0,2,Africa Cup of Nations,0
2022-05-24,Panama,Wales,0,0,Africa Cup of Nations,1
2022-05-24,Croatia,Ghana,0,0,Nations League,1
2022-05-24,Colombia,Belgium,2,1,Friendly,1
2022-05-24,Chile,Colombia,3,0,Nations League,0
2022-06-06,Ghana,Switzerland,0,2,UEFA Euro,1
2022-06-06,Canada,Panama,1,0,Copa America,1
2022-06-06,Japan,Poland,0,0,World Cup Qualification,1
2022-06-06,Switzerland,Germany,2,0,Nations League,0
2022-06-06,Germany,Morocco,2,3,Friendly,1
2022-06-06,Wales,Canada,3,0,Nations League,0
2022-06-06,Algeria,Japan,0,0,UEFA Euro,1
2022-06-06,Belgium,South Korea,1,0,Copa America,0
2022-06-06,Saudi Arabia,Germany,3,0,Friendly,0
2022-06-06,France,Nigeria,1,0,Nations League,0
2022-06-06,Wales,Belgium,0,2,Copa America,1
2022-06-06,Argentina,Costa Rica,1,4,Friendly,1
2022-06-06,Belgium,Canada,2,3,Copa America,0
2022-06-06,Denmark,New Zealand,3,0,Africa Cup of Nations,0
2022-06-06,Switzerland,Austria,0,2,AFC Asian Cup,1
2022-06-06,Japan,South Africa,1,3,Nations League,0
2022-06-06,Japan,Spain,0,2,UEFA Euro,1
2022-06-20,Denmark,Italy,0,2,UEFA Euro,0
2022-06-20,Qatar,Canada,2,1,World Cup Qualification,0
2022-06-20,England,Netherlands,3,0,Copa America,0
2022-06-20,Sweden,Ghana,0,0,Nations League,0
2022-06-20,Spain,Chile,0,0,Africa Cup of Nations,1
2022-06-20,Poland,Ghana,0,0,Africa Cup of Nations,0
2022-06-20,Uruguay,Qatar,3,0,Friendly,1
2022-06-20,Spain,Wales,3,2,Friendly,1
2022-06-20,USA,Uruguay,3,4,World Cup Qualification,0
2022-06-20,Peru,Argentina,1,1,UEFA Euro,1
2022-06-20,Croatia,Senegal,1,3,World Cup Qualification,0
2022-06-20,Brazil,Nigeria,3,0,Nations League,0
2022-06-20,Nigeria,Chile,0,2,AFC Asian Cup,0
2022-06-20,South Africa,Colombia,3,2,Nations League,0
2022-07-07,France,South Korea,0,3,Friendly,1
2022-07-07,Uzbekistan,Colombia,0,0,Friendly,1
2022-07-07,Chile,Panama,1,0,Nations League,1
2022-07-07,Switzerland,Turkey,2,0,World Cup Qualification,1
2022-07-07,Algeria,Brazil,1,0,Africa Cup of Nations,1
2022-07-07,Uruguay,Spain,0,0,Friendly,0
2022-07-07,Cameroon,Canada,2,0,Friendly,1
2022-07-07,Ukraine,USA,0,0,AFC Asian Cup,1
2022-07-07,Turkey,Iran,0,4,Friendly,0
2022-07-07,USA,Colombia,1,2,Africa Cup of Nations,0
2022-07-07,South Korea,Uruguay,1,2,Africa Cup of Nations,1
2022-07-07,Japan,Austria,2,0,AFC Asian Cup,0
2022-07-07,Qatar,Argentina,0,0,Friendly,1
2022-07-07,Sweden,Poland,3,0,World Cup Qualification,0
2022-07-07,South Korea,Australia,1,0,AFC Asian Cup,1
2022-07-07,Jamaica,Algeria,1,1,Nations League,0
2022-07-07,Egypt,Morocco,0,0,UEFA Euro,1
2022-07-07,Denmark,Qatar,0,0,Friendly,1
2022-07-07,Uruguay,Spain,1,0,Friendly,0
2022-07-07,Portugal,Germany,1,3,UEFA Euro,1
2022-07-07,Peru,Mexico,0,2,AFC Asian Cup,1
2022-07-07,Saudi Arabia,Spain,0,0,Africa Cup of Nations,0
2022-07-26,Panama,Ghana,0,0,AFC Asian Cup,0
2022-07-26,New Zealand,Peru,2,2,Nations League,1
2022-07-26,Netherlands,Saudi Arabia,3,0,AFC Asian Cup,1
2022-07-26,Belgium,Brazil,3,0,Africa Cup of Nations,0
2022-07-26,Qatar,Argentina,0,0,Friendly,1
2022-07-26,Senegal,Morocco,0,1,Africa Cup of Nations,0
2022-07-26,Switzerland,England,0,2,World Cup Qualification,0
2022-07-26,Germany,Ecuador,0,0,World Cup Qualification,1
2022-07-26,Jamaica,South Korea,0,0,World Cup Qualification,0
2022-07-26,Ghana,Saudi Arabia,0,0,Nations League,1
2022-07-26,England,Cameroon,2,0,Copa America,1
2022-07-26,Iraq,Uruguay,3,1,AFC Asian Cup,1
2022-07-26,Tunisia,Saudi Arabia,2,2,UEFA Euro,1
2022-07-26,Croatia,Poland,0,3,Africa Cup of Nations,1
2022-07-26,Ghana,Croatia,0,2,Copa America,1
2022-07-26,Turkey,Morocco,1,0,Africa Cup of Nations,1
2022-07-26,Mexico,Turkey,1,0,World Cup Qualification,1
2022-07-26,Uruguay,Portugal,0,3,Friendly,1
2022-07-26,Panama,Uruguay,0,0,World Cup Qualification,1
2022-07-26,Colombia,Algeria,3,2,Copa America,1
2022-07-26,Belgium,Saudi Arabia,2,0,Copa America,0
2022-08-05,France,Denmark,0,0,World Cup Qualification,1
2022-08-05,Chile,Brazil,2,1,Nations League,1
2022-08-05,France,Japan,3,0,Nations League,0
2022-08-05,Saudi Arabia,Colombia,4,0,AFC Asian Cup,0
2022-08-05,Senegal,Poland,0,0,World Cup Qualification,0
2022-08-05,Uruguay,New Zealand,2,0,Africa Cup of Nations,1
2022-08-05,Switzerland,Italy,1,3,AFC Asian Cup,0
2022-08-05,Saudi Arabia,Turkey,0,0,Africa Cup of Nations,1
2022-08-05,Poland,Argentina,3,0,World Cup Qualification,1
2022-08-05,Tunisia,Mexico,2,0,World Cup Qualification,0
2022-08-05,Croatia,Ghana,0,5,Africa Cup of Nations,1
2022-08-05,USA,Belgium,0,3,World Cup Qualification,1
2022-08-05,Morocco,Costa Rica,1,0,AFC Asian Cup,1
2022-08-05,USA,Poland,1,1,Africa Cup of Nations,1
2022-08-05,Ghana,Canada,0,1,Africa Cup of Nations,0
2022-08-05,Cameroon,Germany,3,2,AFC Asian Cup,0
2022-08-05,Uruguay,USA,2,0,Friendly,1
2022-08-05,Uruguay,Uzbekistan,4,0,Copa America,1
2022-08-05,Peru,Denmark,0,0,Nations League,0
2022-08-28,Ukraine,Iraq,1,4,UEFA Euro,1
2022-08-28,Nigeria,Australia,0,1,Copa America,0
2022-08-28,Nigeria,Australia,3,0,Nations League,0
2022-08-28,Saudi Arabia,Panama,0,0,Copa America,0
2022-08-28,South Korea,Morocco,3,2,World Cup Qualification,0
2022-08-28,South Africa,Netherlands,0,1,Nations League,0
2022-08-28,Uzbekistan,USA,0,0,Friendly,0
2022-08-28,Germany,Uzbekistan,1,1,Nations League,1
2022-08-28,Egypt,Portugal,3,1,UEFA Euro,0
2022-08-28,Netherlands,Switzerland,2,5,Friendly,0
2022-08-28,Peru,Turkey,0,0,Africa Cup of Nations,0
2022-08-28,Spain,Denmark,3,2,World Cup Qualification,0
2022-08-28,Canada,South Korea,2,0,UEFA Euro,1
2022-08-28,Argentina,Saudi Arabia,1,0,Nations League,0
2022-08-28,New Zealand,Brazil,2,2,AFC Asian Cup,1
2022-08-28,Japan,Panama,1,4,Nations League,1
2022-09-11,Netherlands,Argentina,3,2,World Cup Qualification,1
2022-09-11,Uruguay,Australia,1,0,Africa Cup of Nations,1
2022-09-11,Poland,Argentina,0,3,Friendly,0
2022-09-11,Tunisia,USA,0,3,Friendly,1
2022-09-11,Spain,Austria,2,0,Nations League,0
2022-09-11,Cameroon,Jamaica,1,2,AFC Asian Cup,0
2022-09-11,Morocco,Nigeria,2,0,Nations League,0
2022-09-11,Australia,Denmark,2,3,Copa America,0
2022-09-11,England,New Zealand,3,0,Copa America,1
2022-09-11,Morocco,Japan,2,0,Africa Cup of Nations,0
2022-09-11,Mexico,Ghana,1,0,Copa America,0
2022-09-11,Tunisia,Poland,0,1,Copa America,0
2022-09-11,Portugal,Uzbekistan,3,0,Copa America,0
2022-09-11,Chile,Uruguay,0,2,AFC Asian Cup,1
2022-09-11,Panama,Senegal,4,4,Nations League,1
2022-09-24,South Korea,Switzerland,2,0,UEFA Euro,0
2022-09-24,Colombia,Austria,2,0,Friendly,0
2022-09-24,Iraq,Belgium,1,0,AFC Asian Cup,0
2022-09-24,Belgium,Uruguay,0,3,Copa America,1
2022-09-24,Belgium,Austria,1,0,Friendly,0
2022-09-24,Peru,USA,3,2,AFC Asian Cup,0
2022-09-24,Switzerland,Iran,2,3,Nations League,0
2022-09-24,Panama,Egypt,0,0,Africa Cup of Nations,0
2022-09-24,USA,Italy,3,3,AFC Asian Cup,0
2022-09-24,Peru,Chile,0,3,Nations League,0
2022-09-24,Germany,Ecuador,2,0,Nations League,0
2022-09-24,France,Sweden,0,0,Copa America,0
2022-09-24,England,Cameroon,2,0,UEFA Euro,0
2022-09-24,Ghana,Belgium,0,0,Nations League,0
2022-09-24,Uruguay,Croatia,1,0,World Cup Qualification,1
2022-10-04,Switzerland,Germany,0,0,UEFA Euro,0
2022-10-04,Panama,Nigeria,1,3,World Cup Qualification,1
2022-10-04,Qatar,Colombia,0,0,Africa Cup of Nations,0
2022-10-04,Nigeria,Australia,0,2,Friendly,1
2022-10-04,Austria,Japan,0,0,UEFA Euro,0
2022-10-04,Jamaica,Netherlands,1,1,AFC Asian Cup,0
2022-10-04,Panama,Cameroon,0,0,World Cup Qualification,1
2022-10-04,Iraq,Japan,0,1,UEFA Euro,1
2022-10-04,Germany,Algeria,2,0,AFC Asian Cup,0
2022-10-04,Brazil,Wales,0,2,Copa America,1
2022-10-04,Netherlands,Ecuador,3,0,Copa America,0
2022-10-04,Poland,South Korea,0,0,World Cup Qualification,1
2022-10-04,Saudi Arabia,Senegal,0,0,World Cup Qualification,1
2022-10-04,Saudi Arabia,Chile,0,1,Friendly,1
2022-10-04,Japan,Ukraine,2,2,Africa Cup of Nations,1
2022-10-04,Senegal,Germany,1,0,Nations League,1
2022-10-04,Australia,Iraq,2,2,Copa America,0
2022-10-04,Uruguay,England,3,0,World Cup Qualification,1
2022-10-04,South Africa,Sweden,0,0,Nations League,1
2022-10-04,Austria,South Africa,0,0,AFC Asian Cup,1
2022-10-04,Netherlands,Switzerland,2,0,Copa America,1
2022-10-04,Switzerland,Uzbekistan,0,1,Africa Cup of Nations,0
2022-10-04,Australia,Ecuador,3,0,Friendly,0
2022-10-04,Canada,Sweden,2,0,Copa America,0
2022-10-19,England,Italy,3,0,Copa America,1
2022-10-19,Wales,USA,1,3,Africa Cup of Nations,1
2022-10-19,Ukraine,Argentina,4,2,Friendly,1
2022-10-19,Netherlands,Australia,0,0,AFC Asian Cup,0
2022-10-19,Ecuador,Turkey,1,1,Copa America,1
2022-10-19,South Korea,Switzerland,1,2,UEFA Euro,0
2022-10-19,Italy,Uruguay,2,2,Copa America,1
2022-10-19,Turkey,Saudi Arabia,2,0,Friendly,0
2022-10-19,USA,Chile,0,0,AFC Asian Cup,0
2022-10-19,Mexico,Ecuador,0,3,UEFA Euro,0
2022-10-19,Australia,Ghana,2,5,Africa Cup of Nations,1
2022-10-19,Panama,Qatar,0,0,AFC Asian Cup,1
2022-10-19,Panama,Austria,2,0,Friendly,0
2022-10-19,Peru,Uzbekistan,0,0,Friendly,1
2022-10-19,Iraq,Algeria,0,3,UEFA Euro,1
2022-10-19,Mexico,Costa Rica,1,0,UEFA Euro,1
2022-11-01,Colombia,Croatia,3,0,Friendly,0
2022-11-01,Sweden,Cameroon,0,0,UEFA Euro,0
2022-11-01,Morocco,Argentina,0,0,AFC Asian Cup,1
2022-11-01,Belgium,Portugal,0,0,Friendly,0
2022-11-01,Canada,Saudi Arabia,0,1,Copa America,0
2022-11-01,Turkey,Portugal,3,1,Friendly,0
2022-11-01,Nigeria,Costa Rica,1,1,Friendly,1
2022-11-01,Ukraine,Brazil,4,2,Nations League,0
2022-11-01,Algeria,Canada,0,1,Friendly,1
2022-11-01,Nigeria,Tunisia,0,0,UEFA Euro,0
2022-11-01,USA,Netherlands,2,1,Copa America,1
2022-11-01,Tunisia,Japan,1,1,Copa America,0
2022-11-01,Panama,New Zealand,0,0,UEFA Euro,1
2022-11-01,Denmark,England,2,0,Copa America,0
2022-11-01,Switzerland,Canada,1,0,AFC Asian Cup,0
2022-11-01,Saudi Arabia,New Zealand,2,0,UEFA Euro,0
2022-11-01,Egypt,Denmark,1,1,Friendly,1
2022-11-01,Uzbekistan,Uruguay,2,1,UEFA Euro,0
2022-11-01,Costa Rica,Egypt,0,0,Nations League,0
2022-11-01,Peru,Croatia,2,1,Africa Cup of Nations,0
2022-11-01,Costa Rica,Ecuador,1,0,UEFA Euro,1
2022-11-01,Senegal,Switzerland,3,0,Friendly,0
2022-11-01,Brazil,France,1,1,UEFA Euro,1
2022-11-18,Poland,Morocco,2,1,UEFA Euro,1
2022-11-18,Turkey,Morocco,0,1,Nations League,0
2022-11-18,Denmark,Wales,1,1,World Cup Qualification,1
2022-11-18,Switzerland,Spain,2,1,Copa America,0
2022-11-18,Egypt,Switzerland,0,1,Nations League,1
2022-11-18,Egypt,Poland,2,3,Copa America,1
2022-11-18,Italy,Algeria,0,1,Copa America,0
2022-11-18,Iraq,Belgium,1,0,Copa America,1
2022-11-18,Ghana,Morocco,0,0,Friendly,0
2022-11-18,Costa Rica,New Zealand,0,0,Nations League,1
2022-11-18,USA,Sweden,2,0,UEFA Euro,0
2022-11-18,Saudi Arabia,Uruguay,3,3,Nations League,0
2022-11-18,Jamaica,Peru,2,1,AFC Asian Cup,0
2022-11-18,Cameroon,Iraq,0,2,AFC Asian Cup,1
2022-11-18,Cameroon,Colombia,4,0,Friendly,0
2022-11-18,Austria,Panama,0,0,UEFA Euro,1
2022-11-18,Canada,Poland,3,0,UEFA Euro,1
2022-11-18,Denmark,Japan,1,0,Copa America,0
2022-11-18,England,Canada,5,0,UEFA Euro,0
2022-12-09,Ghana,New Zealand,1,3,AFC Asian Cup,0
2022-12-09,Morocco,Germany,0,1,Friendly,1
2022-12-09,Qatar,Ghana,1,2,Africa Cup of Nations,1
2022-12-09,Jamaica,England,0,1,Africa Cup of Nations,0
